Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Seattle,14,4,.778,23,9,.719,74.8,66.6,2.0,-4.1,Reg. Season Champion
1,Stephen F. Austin,14,4,.778,22,10,.688,74.5,68.4,2.4,-1.6,Reg. Season Champion
3,New Mexico State,13,4,.765,27,7,.794,72.5,64.6,7.1,1.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; *Conference W-L adjusted to 14-4
4,Sam Houston,13,5,.722,19,14,.576,68.8,63.1,0.1,-1.2,
5,Grand Canyon,12,5,.706,23,8,.742,71.1,61.2,5.8,-2.6,*Conference W-L adjusted to 13-5
6,Abilene Christian,11,7,.611,25,11,.694,76.7,67.6,2.2,-2.1,
7,Utah Valley,10,8,.556,20,12,.625,71.2,65.1,2.4,-1.6,
8,Tarleton State,9,9,.500,14,17,.452,64.6,65.3,-3.2,-0.5,
9,California Baptist,7,11,.389,18,16,.529,70.6,67.2,-3.5,-3.3,
10,Utah Tech,6,12,.333,13,18,.419,72.5,74.1,-8.5,-0.5,
11,Texas-Rio Grande Valley,3,15,.167,8,23,.258,71.4,78.6,-10.2,-1.3,
11,Chicago State,3,15,.167,7,25,.219,62.1,74.4,-14.2,-2.0,
13,Lamar,0,16,.000,2,27,.069,61.3,73.0,-15.9,-2.6,*Conference W-L adjusted to 0-16
