Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Sam Houston State,16,2,.889,21,12,.636,75.0,69.9,-3.2,-5.8,Reg. Season Champion
2,Abilene Christian,14,4,.778,27,7,.794,73.6,63.6,-1.9,-7.3,NCAA Tournament; Conf. Tournament Champion
3,Lamar,12,6,.667,20,13,.606,78.7,70.4,-5.9,-7.2,
3,New Orleans,12,6,.667,19,14,.576,72.2,70.5,-8.9,-6.5,
3,Southeastern Louisiana,12,6,.667,17,16,.515,67.4,67.5,-7.6,-6.3,
6,Texas A&M-Corpus Christi,9,9,.500,14,18,.438,66.4,66.4,-9.1,-5.7,
7,Central Arkansas,8,10,.444,14,19,.424,72.2,75.7,-11.4,-4.8,
7,Houston Baptist,8,10,.444,12,18,.400,82.2,82.8,-9.4,-5.5,
9,Stephen F. Austin,7,11,.389,14,16,.467,70.2,72.0,-11.0,-5.9,*Overall W-L adjusted to 0-16 conference W-L adjusted to 0-11
9,Nicholls State,7,11,.389,14,17,.452,72.9,74.3,-11.9,-7.0,
11,Northwestern State,6,12,.333,11,20,.355,66.2,73.5,-17.1,-6.0,
12,McNeese State,5,13,.278,9,22,.290,69.3,74.3,-14.4,-6.2,
13,Incarnate Word,1,17,.056,6,25,.194,65.9,76.0,-18.9,-5.1,
