Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Stephen F. Austin,17,1,.944,29,5,.853,78.6,64.4,8.6,-4.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion; *Overall W-L adjusted to 0-5 conference W-L adjusted to 0-1
2,Sam Houston State,15,3,.833,26,9,.743,74.1,60.0,3.0,-6.0,
3,Northwestern State,13,5,.722,19,13,.594,84.0,83.0,-5.5,-4.5,
3,Texas A&M-Corpus Christi,13,5,.722,20,14,.588,66.6,64.5,-5.6,-6.4,
5,Incarnate Word,10,8,.556,18,11,.621,79.2,75.2,-6.2,-6.5,
6,Lamar,9,9,.500,15,15,.500,71.5,71.1,-9.7,-5.3,
7,McNeese State,8,10,.444,15,16,.484,69.5,71.3,-10.1,-5.4,
8,Houston Baptist,7,11,.389,12,16,.429,72.4,73.7,-13.2,-5.6,
8,Nicholls State,7,11,.389,10,19,.345,65.0,73.0,-15.8,-5.3,
10,New Orleans,6,12,.333,11,18,.379,71.1,73.6,-11.9,-6.4,
10,Southeastern Louisiana,6,12,.333,9,23,.281,68.3,72.6,-11.0,-6.1,
12,Abilene Christian,4,14,.222,10,21,.323,63.7,70.5,-17.2,-6.3,
13,Central Arkansas,2,16,.111,2,27,.069,65.3,82.2,-22.8,-5.9,
