Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Stephen F. Austin,20,2,.909,28,5,.848,76.4,65.9,4.1,-4.6,Reg. Season Champion
2,McNeese State,19,3,.864,28,5,.848,80.0,66.5,7.7,-2.1,NCAA Tournament; Conf. Tournament Champion
3,Texas-Rio Grande Valley,14,8,.636,19,14,.576,75.9,69.5,0.9,-2.2,
4,Texas A&M-Corpus Christi,13,9,.591,18,15,.545,72.5,67.7,-2.5,-1.6,
5,New Orleans,12,10,.545,15,18,.455,74.5,77.7,-4.0,-0.8,
5,Nicholls State,12,10,.545,14,19,.424,72.4,74.9,-6.8,-2.1,
7,Houston Christian,8,14,.364,12,20,.375,67.1,72.2,-9.8,-3.6,
7,Northwestern State,8,14,.364,10,22,.313,68.3,72.4,-9.3,-2.5,
9,Incarnate Word,7,15,.318,12,19,.387,74.3,73.7,-7.1,-2.5,
9,Lamar,7,15,.318,12,19,.387,69.9,69.1,-5.7,-3.7,
11,East Texas A&M,6,16,.273,11,21,.344,70.2,74.5,-11.0,-2.0,
11,Southeastern Louisiana,6,16,.273,9,22,.290,65.0,70.5,-9.3,-2.8,
