Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Stephen F. Austin,16,2,.889,27,5,.844,64.8,51.2,4.3,-6.6,Reg. Season Champion
2,Northwestern State,15,3,.833,23,9,.719,80.0,71.4,0.4,-3.8,NCAA Tournament; Conf. Tournament Champion
3,Oral Roberts,13,5,.722,20,15,.571,71.0,66.9,-0.2,-3.0,
4,Southeastern Louisiana,10,8,.556,13,18,.419,63.4,68.2,-10.7,-3.8,
5,Sam Houston State,8,10,.444,17,17,.500,63.8,61.2,-6.5,-5.2,
5,Nicholls State,8,10,.444,9,21,.300,67.3,72.9,-10.5,-5.0,
7,McNeese State,7,11,.389,14,17,.452,66.3,70.1,-11.5,-4.6,
7,Central Arkansas,7,11,.389,13,17,.433,76.5,78.6,-10.9,-6.1,
9,Texas A&M-Corpus Christi,5,13,.278,6,23,.207,60.2,67.7,-11.8,-3.7,
10,Lamar,1,17,.056,3,28,.097,60.1,77.4,-20.6,-3.3,
