Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Sam Houston State,15,3,.833,22,7,.759,73.4,67.9,-0.7,-5.4,Reg. Season Champion
2,Louisiana-Monroe,13,5,.722,19,9,.679,78.4,73.7,-1.9,-5.8,
3,Texas-San Antonio,12,6,.667,15,13,.536,76.8,75.1,-4.4,-4.6,
4,Northwestern State,11,7,.611,17,13,.567,66.3,66.8,-7.9,-6.1,
4,Texas-Arlington,11,7,.611,15,12,.556,78.0,75.9,-4.7,-5.9,
6,Lamar,8,10,.444,15,16,.484,62.9,65.2,-6.2,-3.8,NCAA Tournament; Conf. Tournament Champion
6,Texas State,8,10,.444,12,17,.414,68.6,68.7,-7.5,-5.5,
6,Nicholls State,8,10,.444,11,17,.393,63.2,65.9,-10.0,-4.5,
9,Southeastern Louisiana,5,13,.278,10,17,.370,59.5,65.5,-13.0,-5.2,
9,McNeese State,5,13,.278,6,21,.222,65.6,76.3,-15.1,-4.4,
11,Stephen F. Austin,3,15,.167,6,21,.222,67.9,73.4,-12.8,-5.0,
