Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Texas A&M-Corpus Christi,14,4,.778,24,11,.686,80.1,73.2,-2.6,-7.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Northwestern State,13,5,.722,22,11,.667,74.6,72.1,-4.7,-7.0,
3,Southeastern Louisiana,12,6,.667,18,14,.563,77.6,76.0,-8.0,-6.7,
4,Nicholls State,11,7,.611,16,15,.516,75.6,72.7,-8.5,-5.5,
5,East Texas A&M,9,9,.500,13,20,.394,71.6,73.4,-11.1,-7.5,
6,New Orleans,7,11,.389,12,20,.375,73.1,79.3,-14.2,-7.4,
6,Houston Christian,7,11,.389,10,22,.313,77.6,83.1,-17.2,-6.9,
8,Incarnate Word,6,12,.333,12,19,.387,70.8,73.9,-15.1,-8.3,
8,McNeese State,6,12,.333,11,23,.324,69.2,75.4,-13.6,-5.5,
10,Lamar,5,13,.278,9,22,.290,67.9,74.5,-17.4,-7.7,
