Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Northwestern State,15,1,.938,26,8,.765,75.7,69.6,4.0,-1.4,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Sam Houston State,11,5,.688,22,9,.710,74.5,69.0,-3.3,-3.4,
3,Southeastern Louisiana,10,6,.625,16,12,.571,68.4,65.8,-2.7,-4.2,
4,Stephen F. Austin,9,7,.563,17,12,.586,72.6,66.3,-3.6,-7.2,
4,Lamar,9,7,.563,17,14,.548,80.2,76.7,-3.4,-4.9,
4,McNeese State,9,7,.563,14,14,.500,72.0,72.5,-6.6,-3.6,
7,Texas-Arlington,7,9,.438,14,16,.467,72.8,72.3,-3.9,-2.5,
8,Texas-San Antonio,6,10,.375,11,17,.393,73.4,74.9,-5.8,-3.4,
8,Louisiana-Monroe,6,10,.375,10,18,.357,65.0,70.8,-10.5,-1.1,
10,Nicholls State,5,11,.313,9,18,.333,70.3,79.8,-14.9,-3.8,
11,Texas State,1,15,.063,3,24,.111,63.7,75.1,-14.9,-3.2,
