Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Toledo,14,4,.778,20,12,.625,80.0,76.1,1.8,-2.1,Reg. Season Champion
2,Akron,13,5,.722,24,11,.686,73.6,66.2,2.8,-2.1,NCAA Tournament; Conf. Tournament Champion
2,Ohio,13,5,.722,20,13,.606,77.3,70.0,0.5,-4.6,
4,Central Michigan,12,6,.667,18,14,.563,66.5,70.1,-8.1,-3.6,
5,Bowling Green,10,8,.556,20,14,.588,73.6,71.0,-4.9,-5.5,
6,Miami (OH),9,9,.500,15,17,.469,70.6,70.0,-6.4,-4.1,
6,Western Michigan,9,9,.500,12,20,.375,71.3,74.9,-9.3,-3.8,
8,Kent State,8,10,.444,17,17,.500,74.8,71.3,-0.8,-2.5,
9,Ball State,7,11,.389,15,16,.484,73.5,71.0,-6.7,-5.9,
10,Eastern Michigan,6,12,.333,13,18,.419,66.0,72.6,-12.8,-5.1,
11,Northern Illinois,5,13,.278,11,20,.355,73.2,77.4,-9.2,-1.4,
12,Buffalo,2,16,.111,4,27,.129,68.0,79.7,-15.1,-2.8,
