Rk,East,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Akron,14,4,.778,24,7,.774,75.7,66.5,7.2,-0.4,Reg. Season Champion
2,Bowling Green State,12,6,.667,21,10,.677,74.5,72.9,0.5,0.2,
3,Buffalo,11,7,.611,20,12,.625,78.6,75.8,1.8,0.1,
4,Kent State,9,9,.500,20,12,.625,76.3,70.0,3.7,-0.7,
5,Ohio,8,10,.444,17,15,.531,71.4,68.5,0.7,0.2,
6,Miami (OH),5,13,.278,13,19,.406,70.9,71.1,-4.2,-0.6,
1,Ball State,11,7,.611,18,13,.581,69.5,62.5,4.1,-1.6,
1,Northern Illinois,11,7,.611,18,13,.581,66.8,64.5,-1.3,-2.2,
3,Toledo,8,10,.444,17,15,.531,74.6,70.1,1.2,-1.5,
4,Central Michigan,7,11,.389,14,18,.438,78.3,76.7,-3.4,-0.3,
5,Eastern Michigan,6,12,.333,16,16,.500,64.9,64.1,-3.1,1.0,
5,Western Michigan,6,12,.333,13,19,.406,69.4,72.1,-5.4,-0.3,
