Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Akron,17,1,.944,28,7,.800,84.0,75.1,3.2,-3.7,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Miami (OH),14,4,.778,25,9,.735,80.6,72.7,-0.9,-5.4,
3,Kent State,11,7,.611,24,12,.667,73.5,68.3,1.4,-2.7,
4,Toledo,10,8,.556,18,15,.545,78.9,80.2,-6.0,-2.8,
4,Ohio,10,8,.556,16,16,.500,79.8,76.5,-2.6,-4.4,
6,Eastern Michigan,9,9,.500,16,16,.500,73.6,76.5,-9.2,-5.4,
6,Western Michigan,9,9,.500,12,20,.375,72.1,76.0,-9.6,-4.2,
8,Bowling Green,8,10,.444,14,18,.438,73.5,73.9,-9.5,-6.1,
9,Ball State,7,11,.389,14,17,.452,75.4,74.2,-8.0,-6.5,
9,Central Michigan,7,11,.389,14,17,.452,75.5,72.2,-4.5,-2.8,
11,Buffalo,4,14,.222,9,22,.290,71.8,80.9,-15.2,-3.9,
12,Northern Illinois,2,16,.111,6,25,.194,70.9,76.9,-16.6,-4.5,
