Rk,East,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Buffalo,15,3,.833,27,9,.750,84.6,76.2,8.0,0.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Kent State,9,9,.500,17,17,.500,73.0,73.6,-3.7,-1.8,
3,Miami (OH),8,10,.444,16,18,.471,72.0,70.7,-3.6,-1.2,
4,Bowling Green State,7,11,.389,16,16,.500,75.9,77.8,-6.4,-2.9,
4,Ohio,7,11,.389,14,17,.452,75.3,75.9,-2.5,-1.6,
6,Akron,6,12,.333,14,18,.438,71.8,75.3,-6.8,-1.9,
1,Toledo,13,5,.722,23,11,.676,79.0,74.5,2.6,-1.7,
2,Eastern Michigan,11,7,.611,22,13,.629,71.7,66.8,-0.2,-2.8,
3,Ball State,10,8,.556,19,13,.594,75.3,73.8,-1.2,-2.0,
4,Western Michigan,9,9,.500,17,15,.531,75.1,73.4,-2.2,-2.0,
5,Central Michigan,7,11,.389,21,15,.583,78.8,73.9,-1.4,-3.2,
6,Northern Illinois,6,12,.333,13,19,.406,72.5,75.2,-6.7,-1.7,
