Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Temple,14,4,.778,21,12,.636,68.7,67.6,7.7,6.6,NCAA Tournament; Reg. Season Champion
2,Southern Methodist,13,5,.722,25,5,.833,77.3,63.4,18.4,4.6,
3,Houston,12,6,.667,22,10,.688,77.4,69.3,10.3,2.2,
3,Cincinnati,12,6,.667,22,11,.667,73.3,63.3,15.2,5.3,NCAA Tournament
3,Tulsa,12,6,.667,20,12,.625,73.6,69.6,9.8,5.8,NCAA Tournament
6,Connecticut,11,7,.611,25,11,.694,73.1,63.5,15.9,6.3,NCAA Tournament; Conf. Tournament Champion
7,Memphis,8,10,.444,19,15,.559,76.6,70.3,9.8,3.6,
8,Central Florida,6,12,.333,12,18,.400,68.7,71.6,0.2,3.0,
9,East Carolina,4,14,.222,12,20,.375,68.3,71.9,-0.4,3.2,
9,South Florida,4,14,.222,8,25,.242,63.2,71.3,-2.9,5.2,
11,Tulane,3,15,.167,12,22,.353,65.9,70.5,-0.9,3.8,
