Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Memphis,16,2,.889,29,6,.829,79.9,73.4,12.1,5.7,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,North Texas,14,4,.778,27,9,.750,68.0,60.1,7.7,0.8,
3,UAB,13,5,.722,24,13,.649,82.2,76.3,4.7,-0.1,
4,Tulane,12,6,.667,19,15,.559,74.5,70.4,1.2,-0.7,
5,East Carolina,10,8,.556,19,14,.576,75.8,73.8,-0.7,-0.8,
5,Florida Atlantic,10,8,.556,18,16,.529,78.7,75.6,3.7,2.0,
7,Temple,9,9,.500,17,15,.531,78.8,77.7,-0.2,-0.4,
8,Wichita State,8,10,.444,19,15,.559,74.0,73.1,2.3,1.8,
9,South Florida,6,12,.333,13,19,.406,74.4,74.5,-2.2,-0.2,
9,Tulsa,6,12,.333,13,20,.394,71.3,73.6,-5.9,-1.9,
9,UTSA,6,12,.333,12,19,.387,76.7,76.8,-2.6,0.5,
12,Rice,4,14,.222,13,19,.406,70.3,70.3,-2.1,-2.1,
13,Charlotte,3,15,.167,11,22,.333,70.5,74.5,-5.4,-0.6,
