Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Southern Methodist,17,1,.944,30,5,.857,74.3,60.0,18.7,4.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Cincinnati,16,2,.889,30,6,.833,74.3,61.3,18.4,5.5,NCAA Tournament
3,Houston,12,6,.667,21,11,.656,73.7,64.9,12.2,3.4,
4,Central Florida,11,7,.611,24,12,.667,67.1,61.2,9.6,3.7,
5,Memphis,9,9,.500,19,13,.594,74.0,70.7,6.5,3.2,
5,Connecticut,9,9,.500,16,17,.485,67.3,66.3,7.2,6.6,
7,Tulsa,8,10,.444,15,17,.469,67.4,70.3,2.4,5.3,
8,Temple,7,11,.389,16,16,.500,70.9,71.2,4.8,5.1,
9,East Carolina,6,12,.333,15,18,.455,63.3,65.1,-0.5,1.3,
10,Tulane,3,15,.167,6,25,.194,70.3,78.5,-4.0,4.2,
11,South Florida,1,17,.056,7,23,.233,64.8,74.5,-7.3,2.4,
