Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,South Florida,15,3,.833,25,8,.758,87.7,75.5,13.3,2.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Tulsa,13,5,.722,26,7,.788,85.6,73.0,11.1,0.8,
2,Wichita State,13,5,.722,22,11,.667,77.6,70.4,8.7,2.1,
4,UAB,11,7,.611,20,12,.625,79.2,73.8,3.6,-0.2,
5,North Texas,9,9,.500,19,14,.576,70.9,67.4,2.1,1.1,
5,Florida Atlantic,9,9,.500,18,15,.545,78.7,74.3,3.8,1.9,
5,Charlotte,9,9,.500,17,17,.500,73.3,74.4,-0.2,1.1,
8,Tulane,8,10,.444,18,15,.545,72.4,75.5,-2.5,1.1,
8,Temple,8,10,.444,16,16,.500,73.9,70.8,1.0,-0.8,
8,Memphis,8,10,.444,13,19,.406,75.2,76.7,4.0,5.4,
11,Rice,7,11,.389,13,18,.419,73.9,74.5,-4.5,0.3,
12,East Carolina,6,12,.333,11,20,.355,71.5,77.5,-5.7,0.4,
13,UTSA,1,17,.056,5,25,.167,69.5,80.7,-14.2,1.4,
