Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Southern Methodist,15,3,.833,27,7,.794,69.1,59.8,12.9,3.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Tulsa,14,4,.778,23,11,.676,64.4,60.7,6.7,2.8,
3,Temple,13,5,.722,26,11,.703,65.8,61.2,8.2,3.5,
3,Cincinnati,13,5,.722,23,11,.676,62.1,55.8,10.7,4.4,NCAA Tournament
5,Connecticut,10,8,.556,20,15,.571,64.1,60.0,8.3,4.2,
5,Memphis,10,8,.556,18,14,.563,67.3,63.1,7.2,2.9,
7,Tulane,6,12,.333,15,16,.484,63.6,64.0,-1.5,0.3,
7,East Carolina,6,12,.333,14,19,.424,64.1,65.9,-2.8,1.0,
9,Central Florida,5,13,.278,12,18,.400,66.0,71.8,-5.7,0.8,
10,Houston,4,14,.222,13,19,.406,64.4,65.5,-2.1,-0.9,
11,South Florida,3,15,.167,9,23,.281,61.6,68.4,-5.0,2.6,
