Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Houston,15,3,.833,32,6,.842,74.8,58.8,22.5,6.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Southern Methodist,13,4,.765,24,9,.727,73.8,67.1,11.1,4.4,
3,Memphis,13,5,.722,22,11,.667,75.2,68.3,14.7,7.9,NCAA Tournament
4,Temple,10,7,.588,17,12,.586,66.8,66.4,4.6,4.3,
5,Tulane,10,8,.556,14,15,.483,73.1,71.7,6.7,5.3,
6,UCF,9,9,.500,18,12,.600,69.8,68.2,6.2,4.6,
7,Wichita State,6,9,.400,15,13,.536,68.5,66.4,8.1,6.0,
8,Cincinnati,7,11,.389,18,15,.545,69.4,65.9,7.4,4.3,
9,East Carolina,6,11,.353,15,15,.500,68.8,70.9,0.5,2.7,
10,Tulsa,4,14,.222,11,20,.355,67.4,69.9,1.6,4.1,
11,South Florida,3,15,.167,8,23,.258,57.5,64.9,-3.1,4.4,
