Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Murray State,18,0,1.000,30,2,.938,79.3,62.3,10.5,-3.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Belmont,15,3,.833,25,7,.781,78.5,68.2,7.0,-2.7,
3,Morehead State,13,5,.722,23,11,.676,70.0,63.5,1.2,-3.0,
4,Southeast Missouri State,8,9,.471,14,18,.438,75.6,77.3,-6.8,-4.3,
5,Tennessee State,8,10,.444,14,18,.438,71.3,70.2,-9.0,-6.9,
5,Austin Peay,8,10,.444,12,17,.414,64.7,69.1,-9.7,-3.1,
7,Tennessee Tech,7,10,.412,11,21,.344,72.8,73.7,-7.0,-2.8,
8,Southern Illinois-Edwardsville,5,13,.278,11,21,.344,67.5,69.9,-10.0,-4.3,
9,Tennessee-Martin,4,14,.222,8,22,.267,68.9,73.5,-10.8,-2.7,
10,Eastern Illinois,3,15,.167,5,26,.161,56.3,71.1,-20.7,-3.5,
