Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Southeast Missouri State,15,5,.750,21,12,.636,74.0,67.0,-4.8,-7.8,Reg. Season Champion
2,Southern Illinois-Edwardsville,13,7,.650,22,12,.647,71.6,66.5,-6.1,-7.4,NCAA Tournament; Conf. Tournament Champion
3,Little Rock,12,8,.600,19,14,.576,69.3,67.2,-6.9,-7.7,
3,Tennessee State,12,8,.600,17,16,.515,78.1,73.3,-8.0,-8.7,
5,Lindenwood,10,10,.500,16,17,.485,71.2,71.3,-13.2,-7.3,
5,Morehead State,10,10,.500,15,17,.469,66.1,68.7,-13.7,-7.5,
5,Tennessee Tech,10,10,.500,15,17,.469,72.1,74.1,-11.1,-7.8,
8,Tennessee-Martin,9,11,.450,14,19,.424,74.4,71.9,-11.2,-8.2,
9,Eastern Illinois,8,12,.400,12,19,.387,66.5,69.0,-12.6,-5.9,
10,Western Illinois,6,14,.300,12,19,.387,68.7,71.3,-15.2,-8.5,
11,Southern Indiana,5,15,.250,10,20,.333,71.5,73.5,-13.9,-8.4,
