Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Murray State,14,4,.778,23,9,.719,68.6,61.8,0.4,-4.9,Reg. Season Champion
2,Morehead State,13,5,.722,25,10,.714,68.9,61.8,2.8,-3.1,NCAA Tournament; Conf. Tournament Champion
2,Austin Peay,13,5,.722,20,14,.588,73.8,67.0,-0.1,-3.8,
4,Tennessee Tech,12,6,.667,20,13,.606,74.6,69.9,-5.6,-5.8,
5,Tennessee State,10,8,.556,14,16,.467,68.1,68.0,-7.1,-4.7,
6,Eastern Kentucky,9,9,.500,15,16,.484,66.0,63.1,-7.3,-6.5,
7,Tennessee-Martin,6,12,.333,12,21,.364,68.6,74.4,-12.8,-5.0,
7,Southeast Missouri State,6,12,.333,10,22,.313,66.2,71.3,-12.3,-5.4,
9,Eastern Illinois,4,14,.222,9,20,.310,60.3,64.7,-11.4,-4.9,
10,Jacksonville State,3,15,.167,5,25,.167,60.9,65.8,-11.2,-5.4,
