Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Belmont,15,3,.833,26,7,.788,79.6,67.9,4.3,-6.2,Reg. Season Champion; Conf. Tournament Champion
1,Murray State,15,3,.833,23,9,.719,75.4,64.7,2.0,-6.1,Reg. Season Champion
3,Austin Peay,14,4,.778,21,12,.636,76.3,71.5,-1.0,-4.1,
4,Eastern Kentucky,12,6,.667,16,17,.485,74.7,75.4,-9.2,-4.5,
5,Tennessee State,9,9,.500,18,15,.545,71.4,71.1,-6.7,-5.4,
5,Eastern Illinois,9,9,.500,17,15,.531,74.3,69.2,-5.1,-7.4,
7,Jacksonville State,8,10,.444,13,19,.406,71.7,69.3,-8.3,-6.4,
8,Morehead State,7,11,.389,13,19,.406,69.0,70.0,-11.0,-6.4,
9,Tennessee Tech,6,12,.333,9,22,.290,65.6,72.3,-13.6,-4.7,
10,Tennessee-Martin,5,13,.278,9,20,.310,75.7,82.1,-14.2,-4.3,
10,Southern Illinois-Edwardsville,5,13,.278,8,23,.258,66.9,72.9,-14.2,-5.7,
12,Southeast Missouri State,3,15,.167,7,24,.226,66.3,74.4,-14.6,-5.3,
