Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Morehead State,14,4,.778,22,12,.647,69.8,66.6,-7.1,-5.1,Reg. Season Champion
2,Tennessee Tech,11,7,.611,16,17,.485,73.7,73.4,-9.4,-6.4,
3,Tennessee-Martin,10,8,.556,19,14,.576,80.5,75.4,-8.7,-7.9,
3,Tennessee State,10,8,.556,18,14,.563,78.1,75.0,-9.0,-8.9,
3,Southeast Missouri State,10,8,.556,19,17,.528,77.5,75.9,-7.4,-6.8,NCAA Tournament; Conf. Tournament Champion
6,Southern Illinois-Edwardsville,9,9,.500,19,14,.576,74.6,71.3,-6.5,-7.5,
6,Southern Indiana,9,9,.500,16,17,.485,75.8,74.2,-8.9,-7.1,
8,Lindenwood,6,12,.333,11,21,.344,69.6,73.8,-14.8,-6.4,
8,Little Rock,6,12,.333,10,21,.323,75.4,79.4,-12.6,-7.0,
10,Eastern Illinois,5,13,.278,9,22,.290,68.8,72.1,-14.1,-6.7,
