Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Morehead State,14,4,.778,26,8,.765,75.5,62.8,0.7,-6.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Tennessee-Martin,14,4,.778,21,11,.656,81.5,76.7,-5.4,-7.0,Reg. Season Champion
1,Little Rock,14,4,.778,21,12,.636,77.4,72.2,-3.0,-8.2,Reg. Season Champion
4,Western Illinois,13,5,.722,21,12,.636,68.8,65.7,-8.5,-7.1,
5,Tennessee State,10,8,.556,18,15,.545,72.7,71.0,-9.4,-7.4,
6,Southern Illinois-Edwardsville,9,9,.500,17,16,.515,71.5,70.1,-8.8,-7.3,
7,Eastern Illinois,8,10,.444,14,18,.438,68.9,67.9,-11.3,-6.2,
8,Tennessee Tech,5,13,.278,10,21,.323,67.4,73.8,-14.8,-6.1,
8,Southern Indiana,5,13,.278,8,24,.250,68.6,73.0,-13.5,-5.4,
10,Southeast Missouri State,4,14,.222,9,22,.290,67.0,73.5,-18.0,-6.3,
11,Lindenwood,3,15,.167,9,22,.290,65.1,73.1,-18.4,-6.9,
