Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Murray State,16,2,.889,28,5,.848,82.6,68.3,9.0,-3.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Belmont,16,2,.889,27,6,.818,86.9,73.9,9.1,-2.6,NCAA Tournament; Reg. Season Champion
3,Jacksonville State,15,3,.833,24,9,.727,78.0,69.2,1.6,-5.5,
4,Austin Peay,13,5,.722,22,11,.667,82.2,73.1,0.6,-4.4,
5,Morehead State,8,10,.444,13,20,.394,73.7,77.1,-7.7,-1.8,
6,Eastern Illinois,7,11,.389,14,18,.438,71.8,76.8,-11.8,-5.0,
7,Eastern Kentucky,6,12,.333,13,18,.419,82.6,83.1,-7.4,-2.5,
7,Tennessee-Martin,6,12,.333,12,19,.387,76.0,80.2,-10.9,-4.3,
7,Southern Illinois-Edwardsville,6,12,.333,10,21,.323,73.1,81.3,-14.5,-5.1,
7,Tennessee State,6,12,.333,9,21,.300,72.7,77.7,-11.6,-3.2,
11,Southeast Missouri State,5,13,.278,10,21,.323,71.5,76.7,-11.3,-4.4,
12,Tennessee Tech,4,14,.222,8,23,.258,67.9,75.8,-14.8,-3.0,
