Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Austin Peay,16,4,.800,21,12,.636,70.0,67.0,-3.4,-5.1,Reg. Season Champion
2,Eastern Kentucky,13,7,.650,21,12,.636,65.2,63.3,-4.2,-5.3,NCAA Tournament; Conf. Tournament Champion
3,Tennessee Tech,13,7,.650,19,13,.594,75.1,71.7,-2.7,-4.8,
4,Murray State,13,7,.650,16,14,.533,66.4,65.8,-6.6,-5.9,
5,Samford,12,8,.600,16,16,.500,59.3,60.4,-6.7,-4.8,
6,Southeast Missouri State,9,11,.450,11,20,.355,69.5,76.9,-13.6,-5.8,
7,Morehead State,8,12,.400,12,18,.400,64.5,65.4,-10.1,-7.5,
8,Tennessee State,8,12,.400,12,20,.375,64.5,69.4,-11.8,-5.7,
9,Jacksonville State,7,13,.350,9,21,.300,66.6,71.5,-12.7,-7.3,
10,Eastern Illinois,6,14,.300,10,20,.333,61.1,66.3,-13.0,-7.1,
11,Tennessee-Martin,5,15,.250,8,23,.258,63.1,69.9,-13.9,-6.5,
