Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Murray State,16,2,.889,26,6,.813,78.6,66.2,6.9,-3.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Belmont,15,3,.833,24,9,.727,77.6,69.2,5.5,-2.9,
3,Austin Peay,12,6,.667,19,15,.559,73.9,71.9,-3.3,-2.5,
4,Jacksonville State,11,7,.611,23,13,.639,71.9,65.8,-0.3,-4.9,
5,Tennessee Tech,10,8,.556,19,14,.576,73.1,72.4,-5.8,-3.5,
5,Tennessee State,10,8,.556,15,15,.500,66.6,67.0,-5.3,-3.0,
7,Southeast Missouri State,8,10,.444,14,17,.452,76.0,77.8,-8.1,-4.9,
8,Eastern Illinois,7,11,.389,12,19,.387,66.6,68.4,-8.3,-3.4,
9,Eastern Kentucky,5,13,.278,11,20,.355,71.9,76.5,-10.6,-3.7,
9,Tennessee-Martin,5,13,.278,10,21,.323,68.9,72.7,-10.5,-5.0,
9,Southern Illinois-Edwardsville,5,13,.278,9,21,.300,69.7,78.7,-12.4,-3.4,
12,Morehead State,4,14,.222,8,21,.276,70.4,76.0,-10.7,-1.9,
