Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Murray State,17,1,.944,31,5,.861,76.5,60.4,8.7,-3.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Morehead State,15,3,.833,24,11,.686,71.6,63.3,3.5,-3.1,
3,Austin Peay,11,7,.611,17,15,.531,72.5,72.4,-3.8,-1.7,
4,Eastern Illinois,11,7,.611,19,12,.613,68.1,65.3,-5.0,-5.0,
5,Eastern Kentucky,11,7,.611,20,13,.606,71.2,66.9,-2.1,-5.2,
6,Tennessee Tech,8,10,.444,15,17,.469,74.2,77.3,-9.6,-2.5,
7,Jacksonville State,7,11,.389,11,19,.367,69.6,71.5,-8.2,-4.2,
8,Tennessee State,6,12,.333,9,23,.281,67.3,74.2,-9.6,-2.7,
9,Southeast Missouri State,3,15,.167,7,23,.233,64.2,72.4,-14.5,-3.1,
10,Tennessee-Martin,1,17,.056,4,25,.138,64.1,76.4,-17.5,-2.1,
