Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Colgate,14,4,.778,25,9,.735,76.1,68.1,1.5,-5.6,Reg. Season Champion
2,Boston University,12,6,.667,21,13,.618,70.9,66.7,-1.9,-5.3,Conf. Tournament Champion
2,American,12,6,.667,16,14,.533,71.6,69.5,-4.4,-6.5,
4,Lafayette,10,8,.556,19,12,.613,70.1,68.8,-5.9,-5.9,
4,Army,10,8,.556,15,15,.500,70.9,72.0,-9.1,-6.7,
6,Navy,8,10,.444,14,16,.467,63.6,64.1,-7.4,-5.7,
6,Bucknell,8,10,.444,14,20,.412,67.6,71.0,-7.7,-4.3,
8,Loyola (MD),7,11,.389,15,17,.469,73.4,74.8,-9.6,-7.2,
8,Lehigh,7,11,.389,11,21,.344,68.3,73.1,-10.9,-3.9,
10,Holy Cross,2,16,.111,3,29,.094,65.8,79.3,-18.1,-4.3,
