Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Bucknell,14,4,.778,17,14,.548,79.0,73.8,-2.1,-5.9,Reg. Season Champion
2,Lehigh,13,5,.722,17,15,.531,70.9,69.1,-4.4,-5.2,
3,Boston University,11,7,.611,19,15,.559,73.0,72.5,-6.8,-6.4,
4,Army,9,9,.500,19,14,.576,76.9,75.0,-7.3,-8.1,
4,Navy,9,9,.500,19,14,.576,67.6,64.7,-5.0,-7.0,
4,Colgate,9,9,.500,13,17,.433,69.8,71.5,-8.6,-6.1,
4,American,9,9,.500,12,19,.387,57.6,65.7,-14.2,-6.1,
8,Loyola (MD),8,10,.444,9,21,.300,69.7,75.3,-10.9,-5.2,
9,Holy Cross,5,13,.278,15,20,.429,64.8,69.9,-11.2,-6.1,NCAA Tournament; Conf. Tournament Champion
10,Lafayette,3,15,.167,6,24,.200,71.4,80.4,-15.0,-6.0,
