Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Colgate,16,2,.889,25,9,.735,71.5,63.2,0.1,-6.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,American,10,8,.556,16,16,.500,68.8,68.0,-8.8,-8.6,
2,Boston University,10,8,.556,16,17,.485,66.5,66.6,-9.8,-8.3,
2,Bucknell,10,8,.556,14,19,.424,65.2,67.2,-8.1,-6.2,
2,Lafayette,10,8,.556,11,21,.344,62.8,67.3,-11.0,-5.8,
6,Lehigh,9,9,.500,14,18,.438,72.7,71.0,-7.3,-6.4,
7,Navy,8,10,.444,13,18,.419,66.5,66.7,-11.5,-9.3,
8,Army,6,12,.333,10,22,.313,60.3,64.3,-14.5,-8.7,
8,Holy Cross,6,12,.333,10,23,.303,66.5,74.6,-16.9,-7.7,
10,Loyola (MD),5,13,.278,7,25,.219,64.0,71.9,-16.0,-6.7,
