Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Colgate,13,5,.722,24,11,.686,75.7,70.2,1.2,-3.8,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
1,Bucknell,13,5,.722,21,12,.636,76.8,73.3,0.6,-2.9,Reg. Season Champion
3,Lehigh,12,6,.667,20,11,.645,80.0,77.8,-2.3,-4.5,
4,American,9,9,.500,15,15,.500,72.0,69.0,-4.2,-7.2,
5,Army,8,10,.444,13,19,.406,70.9,72.0,-7.6,-4.7,
5,Navy,8,10,.444,12,19,.387,66.5,72.6,-10.1,-4.0,
7,Boston University,7,11,.389,15,18,.455,72.3,72.3,-6.6,-5.4,
7,Loyola (MD),7,11,.389,11,21,.344,72.9,77.4,-9.1,-4.6,
7,Lafayette,7,11,.389,10,20,.333,73.6,78.3,-11.2,-4.9,
10,Holy Cross,6,12,.333,16,17,.485,67.2,69.6,-6.4,-4.0,
