Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Bucknell,15,3,.833,26,9,.743,76.3,67.9,5.9,-2.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Lehigh,12,6,.667,20,12,.625,76.0,70.7,1.5,-3.3,
2,Boston University,12,6,.667,18,14,.563,73.1,70.8,-2.4,-3.7,
4,Navy,10,8,.556,16,16,.500,64.9,64.2,-4.1,-3.9,
5,Holy Cross,9,9,.500,15,17,.469,60.4,62.1,-5.3,-3.5,
6,Loyola (MD),8,10,.444,16,17,.485,65.9,68.2,-6.3,-3.6,
6,Colgate,8,10,.444,10,22,.313,67.0,71.0,-8.5,-3.6,
8,Army,6,12,.333,13,19,.406,72.6,73.1,-5.8,-4.1,
9,Lafayette,5,13,.278,9,21,.300,66.5,76.1,-14.7,-3.5,
9,American,5,13,.278,8,22,.267,61.5,68.3,-10.3,-3.5,
