Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Colgate,17,1,.944,26,9,.743,78.1,69.3,2.2,-5.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Navy,11,7,.611,18,13,.581,69.4,64.9,-2.8,-6.1,
2,Lehigh,11,7,.611,16,14,.533,69.8,69.4,-9.1,-6.0,
4,Army,10,8,.556,17,16,.515,73.1,70.4,-7.1,-7.6,
5,Boston University,8,10,.444,15,17,.469,67.1,67.2,-8.1,-6.5,
6,American,7,11,.389,17,15,.531,65.4,65.9,-8.3,-7.7,
6,Loyola (MD),7,11,.389,13,20,.394,67.3,70.6,-12.0,-6.1,
6,Lafayette,7,11,.389,11,23,.324,62.4,65.6,-7.8,-4.5,
6,Holy Cross,7,11,.389,10,22,.313,66.8,72.6,-14.3,-6.4,
10,Bucknell,5,13,.278,12,20,.375,67.5,68.5,-9.9,-7.0,
