Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Bucknell,16,2,.889,25,10,.714,81.1,73.1,4.5,-3.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Colgate,12,6,.667,19,14,.576,72.5,70.2,-4.9,-5.7,
3,Navy,11,7,.611,20,12,.625,68.7,66.4,-6.9,-7.2,
3,Lehigh,11,7,.611,16,14,.533,77.9,77.8,-6.4,-5.7,
5,Boston University,10,8,.556,15,16,.484,70.5,71.8,-8.3,-5.8,
6,Holy Cross,8,10,.444,12,19,.387,63.6,67.7,-9.9,-5.8,
7,Lafayette,7,11,.389,10,21,.323,71.2,74.4,-9.8,-6.0,
8,Army,6,12,.333,13,17,.433,74.3,74.1,-8.6,-7.2,
8,Loyola (MD),6,12,.333,9,22,.290,69.5,75.0,-12.7,-5.3,
10,American,3,15,.167,6,24,.200,65.4,73.8,-14.6,-6.2,
