Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wagner,13,5,.722,13,7,.650,71.3,68.7,-5.4,-7.9,Reg. Season Champion
2,Bryant,10,4,.714,15,7,.682,83.8,75.6,-1.4,-7.3,
3,Mount St. Mary's,9,7,.563,12,11,.522,63.2,62.2,-5.7,-6.7,NCAA Tournament; Conf. Tournament Champion
3,Sacred Heart,9,7,.563,9,9,.500,70.3,75.0,-12.2,-7.5,
5,Long Island University,9,9,.500,9,9,.500,74.0,72.9,-7.8,-8.8,
5,Merrimack,9,9,.500,9,9,.500,66.3,66.7,-9.1,-8.7,
5,St. Francis (NY),9,9,.500,9,10,.474,77.7,79.5,-10.2,-8.4,
8,FDU,8,10,.444,9,15,.375,75.0,78.8,-10.2,-6.5,
9,Saint Francis (PA),5,13,.278,6,16,.273,68.9,73.4,-10.3,-5.8,
9,Central Connecticut State,5,13,.278,5,16,.238,68.5,77.4,-15.1,-6.3,
