Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Robert Morris,14,2,.875,22,14,.611,72.0,71.8,-3.5,-3.8,Reg. Season Champion
2,Wagner,12,4,.750,19,12,.613,71.5,68.5,-3.8,-6.7,
3,Bryant,10,6,.625,18,14,.563,73.5,72.0,-4.2,-4.9,
4,St. Francis (NY),9,7,.563,18,14,.563,69.0,66.8,-4.6,-5.9,
4,Mount St. Mary's,9,7,.563,16,17,.485,75.9,77.8,-6.3,-4.4,NCAA Tournament; Conf. Tournament Champion
6,Central Connecticut State,7,9,.438,11,19,.367,70.6,77.3,-13.1,-6.1,
6,Saint Francis (PA),7,9,.438,10,21,.323,61.8,69.4,-13.2,-5.6,
8,Fairleigh Dickinson,6,10,.375,10,21,.323,69.6,76.1,-11.2,-4.1,
9,Long Island University,4,12,.250,9,20,.310,71.7,79.8,-13.7,-5.6,
10,Sacred Heart,2,14,.125,5,26,.161,69.7,76.7,-12.9,-6.0,
