Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Robert Morris,16,2,.889,26,8,.765,75.0,68.5,-0.1,-6.6,Reg. Season Champion
2,Wagner,15,3,.833,23,8,.742,71.5,70.9,-7.0,-7.6,
3,Sacred Heart,13,5,.722,18,14,.563,71.9,71.5,-5.9,-6.3,
4,Mount St. Mary's,11,7,.611,19,15,.559,69.2,67.7,-3.6,-5.1,NCAA Tournament; Conf. Tournament Champion
5,Quinnipiac,11,7,.611,15,15,.500,74.2,75.1,-8.0,-7.1,
6,Central Connecticut State,10,8,.556,14,16,.467,69.8,68.5,-5.3,-6.7,
7,Long Island University,7,11,.389,15,15,.500,72.4,71.7,-6.0,-6.7,
8,Monmouth,4,14,.222,7,24,.226,59.2,67.1,-13.1,-5.2,
9,Fairleigh Dickinson,4,14,.222,8,20,.286,70.0,78.2,-13.3,-5.1,
9,St. Francis (NY),4,14,.222,7,22,.241,67.3,73.7,-12.6,-6.3,
9,Saint Francis (PA),4,14,.222,6,23,.207,63.7,71.2,-13.5,-5.3,
