Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wagner,14,4,.778,21,11,.656,75.1,71.9,-3.3,-6.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Monmouth,13,5,.722,15,13,.536,66.0,67.1,-8.6,-7.5,
3,Central Connecticut State,12,6,.667,15,13,.536,67.5,67.1,-8.1,-8.6,
4,Quinnipiac,10,8,.556,17,12,.586,73.8,72.3,-7.9,-8.6,
5,Saint Francis (PA),10,8,.556,14,14,.500,68.3,69.8,-9.9,-8.4,
6,St. Francis (NY),9,9,.500,14,16,.467,76.0,76.0,-8.8,-8.8,
7,Fairleigh Dickinson,9,9,.500,15,14,.517,72.6,74.2,-11.5,-9.9,
8,Long Island University,7,11,.389,9,19,.321,75.1,81.0,-13.6,-7.7,
9,Robert Morris,7,11,.389,10,17,.370,70.8,74.0,-13.0,-9.2,
10,Mount St. Mary's,6,12,.333,11,16,.407,63.5,69.7,-14.3,-8.1,
10,Sacred Heart,6,12,.333,8,21,.276,69.2,76.9,-15.7,-7.3,
12,Maryland-Baltimore County,5,13,.278,7,20,.259,63.1,69.8,-14.7,-8.0,
