Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Bryant,15,2,.882,22,9,.710,77.9,72.7,-4.4,-7.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Wagner,13,3,.813,21,6,.778,74.4,64.7,-0.9,-8.8,
3,Long Island University,12,6,.667,16,14,.533,74.8,73.5,-7.5,-6.9,
4,Mount St. Mary's,9,7,.563,14,16,.467,66.1,65.3,-8.0,-7.0,
5,Merrimack,9,8,.529,14,16,.467,61.4,64.4,-10.6,-6.6,
6,St. Francis (NY),7,11,.389,10,20,.333,67.2,70.5,-13.3,-7.8,
7,Sacred Heart,6,10,.375,10,20,.333,72.7,75.1,-13.3,-8.7,
8,Saint Francis (PA),5,13,.278,9,21,.300,68.6,73.5,-14.4,-7.7,
9,Fairleigh Dickinson,4,11,.267,4,22,.154,67.2,79.2,-18.0,-6.1,
10,Central Connecticut State,4,13,.235,8,24,.250,61.8,72.1,-17.3,-6.9,
