Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Central Connecticut State,16,2,.889,22,12,.647,68.9,66.1,-3.6,-6.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Sacred Heart,12,6,.667,18,14,.563,78.5,76.9,-4.4,-6.0,
3,Quinnipiac,11,7,.611,14,15,.483,72.0,73.0,-9.2,-7.6,
4,Robert Morris,9,9,.500,17,11,.607,75.2,71.2,-5.6,-8.1,
5,Mount St. Mary's,9,9,.500,11,20,.355,65.2,68.4,-8.8,-5.6,
6,Fairleigh Dickinson,9,9,.500,14,16,.467,73.1,75.1,-9.7,-6.7,
7,Wagner,8,10,.444,11,19,.367,71.1,74.4,-12.4,-7.6,
8,St. Francis (NY),7,11,.389,9,22,.290,63.1,69.0,-11.5,-5.5,
9,Monmouth,7,11,.389,12,18,.400,64.6,67.6,-9.0,-6.0,
10,Long Island University,6,12,.333,10,19,.345,69.2,73.0,-13.8,-7.9,
11,Saint Francis (PA),5,13,.278,8,21,.276,67.0,72.3,-13.4,-6.7,
