Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Long Island University,16,2,.889,27,6,.818,82.7,74.7,2.2,-5.8,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Quinnipiac,13,5,.722,22,10,.688,71.7,67.4,-2.1,-6.4,
3,Robert Morris,12,6,.667,18,14,.563,67.3,65.5,-0.8,-2.6,
4,Central Connecticut State,11,7,.611,19,12,.613,70.0,66.0,-1.9,-6.0,
5,St. Francis (NY),10,8,.556,15,15,.500,66.7,66.3,-5.4,-5.8,
6,Wagner,9,9,.500,13,17,.433,67.6,70.5,-6.5,-3.7,
6,Mount St. Mary's,9,9,.500,11,21,.344,60.6,66.4,-9.2,-3.5,
8,Bryant,7,11,.389,9,21,.300,66.7,75.3,-13.0,-3.1,
8,Saint Francis (PA),7,11,.389,9,21,.300,65.2,72.9,-11.5,-3.8,
10,Sacred Heart,6,12,.333,11,18,.379,66.3,69.6,-9.4,-6.1,
11,Monmouth,5,13,.278,9,21,.300,60.6,65.9,-9.7,-4.4,
12,Fairleigh Dickinson,3,15,.167,5,24,.172,64.3,72.7,-13.3,-5.0,
