Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Central Connecticut State,19,1,.950,27,5,.844,71.3,63.1,-1.1,-9.3,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Wagner,15,5,.750,19,10,.655,81.4,76.7,-4.4,-9.2,
3,Maryland-Baltimore County,15,5,.750,20,9,.690,73.8,70.2,-8.1,-11.6,
4,Monmouth,14,6,.700,18,12,.600,68.4,68.1,-7.0,-7.3,
5,St. Francis (NY),13,7,.650,18,11,.621,80.2,77.8,-8.3,-10.8,
6,Robert Morris,11,9,.550,12,18,.400,69.2,74.3,-13.5,-8.4,
7,Quinnipiac,10,10,.500,14,16,.467,79.0,78.8,-9.6,-9.8,
8,Sacred Heart,7,13,.350,8,20,.286,75.3,80.2,-14.7,-9.8,
9,Saint Francis (PA),5,15,.250,6,21,.222,63.0,69.9,-14.7,-7.8,
9,Long Island University,5,15,.250,5,22,.185,76.1,91.6,-23.2,-7.7,
11,Fairleigh Dickinson,4,16,.200,4,25,.138,71.5,80.8,-19.6,-10.3,
12,Mount St. Mary's,2,18,.100,3,24,.111,60.7,75.9,-24.0,-8.9,
