Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Robert Morris,15,3,.833,24,11,.686,70.5,65.4,-0.7,-5.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Mount St. Mary's,12,6,.667,19,14,.576,67.9,63.0,-1.5,-5.8,
3,Sacred Heart,12,6,.667,17,14,.548,73.5,69.9,-4.4,-6.8,
4,Long Island University,12,6,.667,16,14,.533,70.6,68.6,-6.9,-8.6,
5,Quinnipiac,10,8,.556,15,16,.484,66.4,67.4,-9.2,-8.6,
6,Central Connecticut State,8,10,.444,13,17,.433,64.8,68.1,-10.3,-6.8,
7,Wagner,8,10,.444,16,14,.533,67.4,68.3,-10.4,-8.6,
8,St. Francis (NY),7,11,.389,10,20,.333,65.7,70.9,-12.7,-6.7,
9,Monmouth,6,12,.333,8,23,.258,62.1,70.6,-14.8,-5.9,
9,Fairleigh Dickinson,6,12,.333,7,23,.233,63.6,76.1,-17.6,-5.2,
11,Saint Francis (PA),3,15,.167,6,23,.207,61.1,70.4,-15.7,-6.2,
