Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Long Island University,15,3,.833,24,10,.706,74.1,71.1,-5.0,-7.9,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Central Connecticut State,12,6,.667,18,12,.600,73.8,70.9,-11.3,-9.9,
3,Mercyhurst,10,8,.556,17,17,.500,69.4,67.4,-9.9,-9.5,
3,Le Moyne,10,8,.556,15,17,.469,73.0,73.2,-10.9,-9.3,
5,New Haven,9,9,.500,14,17,.452,64.9,66.3,-13.7,-7.7,
6,Wagner,8,10,.444,14,17,.452,71.3,71.7,-11.8,-8.7,
6,Stonehill,8,10,.444,12,21,.364,66.4,68.6,-14.6,-9.3,
6,FDU,8,10,.444,11,21,.344,67.2,70.2,-15.0,-7.4,
9,Saint Francis (PA),5,13,.278,7,24,.226,71.5,81.0,-18.9,-5.8,
9,Chicago State,5,13,.278,7,25,.219,65.8,76.1,-16.3,-4.9,
