Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Wagner,13,5,.722,23,11,.676,70.3,65.0,-4.8,-9.5,Reg. Season Champion
2,Fairleigh Dickinson,11,7,.611,18,15,.545,77.5,78.8,-10.9,-8.3,NCAA Tournament; Conf. Tournament Champion
2,St. Francis (NY),11,7,.611,15,17,.469,65.5,66.6,-11.2,-9.2,
2,Sacred Heart,11,7,.611,12,18,.400,73.9,77.9,-13.0,-9.0,
5,Mount St. Mary's,10,8,.556,14,19,.424,67.2,69.2,-9.9,-8.0,
6,Long Island University,9,9,.500,16,15,.516,76.2,77.0,-11.8,-11.0,
6,Saint Francis (PA),9,9,.500,13,17,.433,70.3,72.7,-12.6,-9.1,
8,Robert Morris,8,10,.444,10,22,.313,65.1,70.8,-13.5,-7.7,
9,Bryant,5,13,.278,8,23,.258,65.1,76.2,-18.6,-6.7,
10,Central Connecticut State,3,15,.167,4,25,.138,65.1,78.2,-22.3,-9.2,
