Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,St. Francis (NY),15,3,.833,23,12,.657,69.1,64.6,-2.1,-6.2,Reg. Season Champion
2,Robert Morris,12,6,.667,20,15,.571,69.0,68.5,-3.0,-3.5,NCAA Tournament; Conf. Tournament Champion
2,Bryant,12,6,.667,16,15,.516,66.4,67.7,-6.3,-4.9,
4,Mount St. Mary's,11,7,.611,15,15,.500,63.1,64.8,-6.1,-4.4,
5,Saint Francis (PA),9,9,.500,16,16,.500,64.4,64.1,-5.7,-5.0,
5,Sacred Heart,9,9,.500,15,17,.469,73.8,74.0,-7.4,-6.0,
7,Long Island University,8,10,.444,12,18,.400,67.4,71.2,-9.1,-5.3,
7,Wagner,8,10,.444,10,20,.333,68.4,73.5,-11.5,-5.0,
9,Fairleigh Dickinson,3,15,.167,8,21,.276,67.4,73.4,-12.2,-4.5,
9,Central Connecticut State,3,15,.167,5,26,.161,59.2,70.1,-16.6,-5.6,
