Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Central Connecticut State,15,3,.833,25,6,.806,73.6,63.6,0.4,-9.5,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Fairleigh Dickinson,13,5,.722,17,11,.607,64.5,63.6,-7.7,-8.0,
3,Robert Morris,13,5,.722,18,12,.600,70.8,67.0,-5.8,-7.8,
4,St. Francis (NY),12,6,.667,18,12,.600,77.5,75.0,-6.1,-8.0,
5,Quinnipiac,12,6,.667,18,10,.643,73.5,73.9,-10.1,-9.2,
6,Monmouth,9,9,.500,12,16,.429,58.0,60.8,-10.3,-7.5,
7,Saint Francis (PA),7,11,.389,10,18,.357,64.5,68.0,-11.7,-8.1,
8,Mount St. Mary's,7,11,.389,9,20,.310,64.9,73.8,-15.0,-6.2,
9,Maryland-Baltimore County,7,11,.389,11,18,.379,64.8,64.3,-8.4,-7.4,
10,Wagner,6,12,.333,11,16,.407,77.7,75.6,-9.1,-9.7,
11,Long Island University,5,13,.278,8,19,.296,63.7,71.1,-16.4,-7.9,
12,Sacred Heart,2,16,.111,3,25,.107,66.2,82.7,-23.2,-6.8,
