Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Robert Morris,14,4,.778,24,11,.686,70.9,65.7,0.2,-4.9,Reg. Season Champion
2,Bryant,12,6,.667,19,12,.613,74.0,71.4,-2.1,-4.7,
2,Wagner,12,6,.667,19,12,.613,68.9,67.1,-3.2,-5.1,
2,Long Island University,12,6,.667,20,14,.588,78.7,76.1,-3.2,-5.8,NCAA Tournament; Conf. Tournament Champion
5,Mount St. Mary's,11,7,.611,18,14,.563,69.8,71.5,-5.8,-4.1,
5,Quinnipiac,11,7,.611,15,16,.484,71.8,71.6,-4.8,-4.9,
7,Central Connecticut State,9,9,.500,13,17,.433,72.9,77.1,-8.2,-4.0,
8,St. Francis (NY),8,10,.444,12,18,.400,70.3,71.4,-5.9,-4.7,
9,Sacred Heart,7,11,.389,9,20,.310,70.2,76.3,-9.8,-3.7,
10,Monmouth,5,13,.278,10,21,.323,64.8,72.6,-12.0,-4.2,
10,Saint Francis (PA),5,13,.278,5,24,.172,62.2,73.0,-15.2,-4.4,
12,Fairleigh Dickinson,2,16,.111,7,24,.226,65.6,79.0,-18.0,-4.6,
