Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,St. Francis (NY),16,4,.800,18,11,.621,79.2,76.3,-5.8,-8.6,Reg. Season Champion
2,Monmouth,15,5,.750,21,10,.677,70.3,65.3,-3.8,-8.9,NCAA Tournament; Conf. Tournament Champion
3,Maryland-Baltimore County,13,7,.650,18,11,.621,77.9,73.8,-5.5,-9.7,
4,Long Island University,12,8,.600,12,16,.429,67.8,73.6,-14.4,-8.6,
5,Wagner,11,9,.550,16,13,.552,82.5,78.5,-5.9,-9.9,
6,Central Connecticut State,11,9,.550,14,14,.500,73.2,71.8,-8.8,-10.2,
7,Fairleigh Dickinson,10,10,.500,13,15,.464,68.5,71.5,-11.4,-8.5,
8,Saint Francis (PA),9,11,.450,9,18,.333,67.2,72.5,-14.3,-8.9,
9,Mount St. Mary's,7,13,.350,7,21,.250,63.5,72.1,-17.2,-8.6,
9,Robert Morris,7,13,.350,7,22,.241,67.7,76.5,-16.1,-7.3,
11,Sacred Heart,6,14,.300,7,21,.250,66.8,78.6,-19.6,-7.9,
12,Quinnipiac,3,17,.150,6,21,.222,70.6,77.3,-16.9,-9.4,
