Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Quinnipiac,15,3,.833,23,10,.697,73.2,66.5,-3.5,-9.4,Reg. Season Champion
2,Robert Morris,15,3,.833,23,12,.657,68.5,65.9,-3.7,-6.2,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
3,Mount St. Mary's,12,6,.667,16,15,.516,66.0,63.2,-4.4,-6.3,
4,Long Island University,11,7,.611,14,17,.452,69.7,71.8,-11.6,-8.2,
5,Fairleigh Dickinson,10,8,.556,11,21,.344,63.3,71.2,-15.6,-6.4,
6,Saint Francis (PA),9,9,.500,11,19,.367,62.5,70.1,-15.9,-7.1,
7,Central Connecticut State,9,9,.500,12,18,.400,61.1,64.5,-14.7,-9.7,
8,Monmouth,8,10,.444,12,19,.387,63.7,66.6,-11.2,-7.8,
9,St. Francis (NY),8,10,.444,11,18,.379,60.4,65.0,-13.8,-8.4,
10,Sacred Heart,7,11,.389,14,15,.483,72.0,73.2,-11.4,-8.7,
11,Wagner,3,15,.167,5,26,.161,59.1,68.1,-18.0,-8.8,
12,Bryant-nm,1,17,.056,1,29,.033,50.1,67.8,,,
