Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Long Island University,16,2,.889,25,9,.735,81.4,77.7,-1.3,-5.1,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Wagner,15,3,.833,25,6,.806,73.4,64.3,3.6,-5.5,
3,Robert Morris,13,5,.722,26,11,.703,68.4,63.5,0.7,-4.3,
4,St. Francis (NY),12,6,.667,15,15,.500,69.5,68.7,-6.0,-6.8,
5,Quinnipiac,10,8,.556,18,14,.563,71.0,67.2,-2.0,-5.8,
5,Central Connecticut State,10,8,.556,13,16,.448,70.0,70.3,-5.4,-5.0,
5,Monmouth,10,8,.556,12,20,.375,66.9,75.6,-11.9,-3.2,
8,Sacred Heart,8,10,.444,14,18,.438,71.2,72.5,-6.9,-5.6,
9,Mount St. Mary's,6,12,.333,8,21,.276,60.3,67.1,-11.7,-4.9,
10,Saint Francis (PA),5,13,.278,6,23,.207,60.8,69.6,-13.2,-4.4,
11,Fairleigh Dickinson,2,16,.111,3,26,.103,60.8,72.7,-17.0,-5.1,
12,Bryant,1,17,.056,2,28,.067,61.7,75.4,-17.9,-4.3,
