Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Monmouth,12,6,.667,21,12,.636,68.3,67.5,-4.8,-5.7,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,St. Francis (NY),12,6,.667,15,13,.536,71.3,69.8,-7.2,-8.8,Reg. Season Champion
3,Fairleigh Dickinson,11,7,.611,17,12,.586,69.4,68.1,-7.1,-7.6,
4,Robert Morris,10,8,.556,14,15,.483,68.6,70.3,-10.4,-7.5,
5,Saint Francis (PA),10,8,.556,13,15,.464,66.9,69.9,-10.7,-7.7,
6,Wagner,10,8,.556,13,16,.448,66.6,69.8,-10.5,-7.1,
7,Central Connecticut State,9,9,.500,14,14,.500,70.7,69.4,-6.7,-8.0,
8,Mount St. Mary's,8,10,.444,10,19,.345,67.5,71.4,-10.8,-6.9,
9,Sacred Heart,8,10,.444,12,15,.444,73.6,77.6,-11.7,-7.7,
10,Quinnipiac,5,13,.278,9,20,.310,73.1,76.3,-12.7,-7.4,
11,Long Island University,4,14,.222,8,19,.296,69.3,75.6,-14.4,-8.1,
