Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Appalachian State,16,2,.889,27,7,.794,78.4,67.1,6.0,-2.3,Reg. Season Champion
2,James Madison,15,3,.833,32,4,.889,83.2,69.6,8.2,-3.7,NCAA Tournament; Conf. Tournament Champion
3,Troy,13,5,.722,20,12,.625,79.6,70.7,1.2,-3.2,
4,Arkansas State,11,7,.611,20,17,.541,78.8,77.0,0.3,-1.5,
5,Louisiana,10,8,.556,19,14,.576,75.9,71.7,-0.6,-2.7,
6,Southern Mississippi,9,9,.500,16,16,.500,69.9,71.0,-5.9,-2.9,
7,South Alabama,8,10,.444,16,16,.500,74.0,75.7,-5.9,-3.4,
7,Georgia State,8,10,.444,14,17,.452,76.5,74.8,-4.6,-2.6,
7,Georgia Southern,8,10,.444,9,24,.273,73.3,79.2,-8.4,-2.5,
10,Texas State,7,11,.389,17,18,.486,69.9,70.1,-3.7,-0.7,
10,Marshall,7,11,.389,13,20,.394,73.8,76.7,-5.4,-1.4,
12,Louisiana-Monroe,6,12,.333,11,19,.367,69.9,74.4,-10.0,-2.4,
13,Coastal Carolina,5,13,.278,9,22,.290,73.5,78.5,-10.5,-2.9,
14,Old Dominion,3,15,.167,7,25,.219,70.9,77.0,-8.4,-1.6,
