Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Troy,12,6,.667,22,11,.667,80.3,73.1,-0.8,-4.6,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,South Alabama,11,7,.611,21,11,.656,74.6,69.8,-4.4,-6.8,
2,Arkansas State,11,7,.611,20,12,.625,83.0,77.2,-0.7,-4.4,
2,Appalachian State,11,7,.611,19,13,.594,72.0,66.1,-3.8,-5.7,
2,Coastal Carolina,11,7,.611,19,13,.594,73.3,72.6,-7.5,-5.8,
2,Marshall,11,7,.611,19,13,.594,81.1,78.0,-2.8,-4.4,
2,Texas State,11,7,.611,19,13,.594,73.9,71.0,-7.3,-6.7,
8,James Madison,9,9,.500,18,15,.545,74.5,73.8,-5.0,-5.2,
8,Southern Mississippi,9,9,.500,19,16,.543,74.7,73.9,-5.4,-4.5,
10,Georgia Southern,8,10,.444,21,16,.568,80.9,79.7,-6.5,-6.0,
11,Old Dominion,7,11,.389,12,21,.364,76.2,77.9,-7.2,-4.2,
11,Louisiana,7,11,.389,11,22,.333,63.7,70.7,-12.0,-5.0,
11,Georgia State,7,11,.389,10,22,.313,70.4,74.7,-11.6,-4.6,
14,Louisiana-Monroe,1,17,.056,4,28,.125,72.4,83.9,-18.5,-4.9,
