Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Georgia State,15,5,.750,25,10,.714,71.4,62.4,5.5,-2.0,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Georgia Southern,14,6,.700,22,9,.710,68.1,60.2,-0.4,-4.7,
2,Louisiana-Monroe,14,6,.700,24,14,.632,64.6,60.5,-2.0,-2.9,
4,Louisiana,13,7,.650,22,14,.611,77.5,70.0,0.8,-3.6,
5,Texas-Arlington,10,10,.500,16,15,.516,71.6,71.2,-3.6,-2.8,
6,Appalachian State,9,11,.450,12,17,.414,63.5,70.1,-9.8,-3.2,
6,South Alabama,9,11,.450,12,21,.364,68.9,73.9,-9.5,-3.0,
8,Little Rock,8,12,.400,13,18,.419,69.2,70.3,-5.4,-3.8,
9,Texas State,7,13,.350,14,17,.452,61.5,59.8,-5.3,-3.4,
10,Arkansas State,6,14,.300,11,18,.379,64.4,69.6,-10.1,-3.8,
11,Troy,5,15,.250,10,19,.345,67.1,69.4,-8.7,-5.1,
