Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Little Rock,17,3,.850,30,5,.857,71.1,60.8,7.1,-1.8,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
2,Louisiana-Monroe,15,5,.750,20,14,.588,72.7,69.4,-0.2,-1.5,
3,Texas-Arlington,13,7,.650,24,11,.686,78.9,69.1,5.0,-3.4,
4,Louisiana,12,8,.600,19,15,.559,79.6,72.8,2.6,-1.9,
5,Georgia Southern,10,10,.500,14,17,.452,75.9,74.4,-5.7,-3.1,
6,Georgia State,9,11,.450,16,14,.533,65.7,65.0,-2.8,-2.2,
7,Texas State,8,12,.400,15,16,.484,66.0,64.3,-5.4,-4.3,
7,South Alabama,8,12,.400,14,19,.424,69.2,73.5,-8.2,-2.0,
9,Arkansas State,7,13,.350,11,20,.355,73.6,75.9,-7.5,-2.4,
9,Appalachian State,7,13,.350,9,22,.290,70.5,77.4,-7.9,-1.1,
11,Troy,4,16,.200,9,22,.290,69.2,75.1,-9.2,-2.1,
