Rk,East,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Middle Tennessee,14,2,.875,27,7,.794,72.3,62.6,8.7,-0.1,Reg. Season Champion
2,South Alabama,8,8,.500,17,12,.586,66.7,67.1,-2.8,-2.0,
3,Western Kentucky,7,9,.438,16,19,.457,64.9,68.1,-2.7,0.5,NCAA Tournament; Conf. Tournament Champion
3,Florida Atlantic,7,9,.438,11,19,.367,65.9,68.2,-2.6,0.8,
5,Troy,5,11,.313,10,18,.357,71.3,75.8,-7.5,-0.9,
5,Florida International,5,11,.313,8,21,.276,63.3,67.3,-5.1,-1.1,
1,Little Rock,12,4,.750,15,16,.484,63.7,64.2,-1.9,0.0,Reg. Season Champion
2,Denver,11,5,.688,22,9,.710,68.1,60.5,6.1,-1.5,
3,Louisiana,10,6,.625,16,16,.500,68.4,67.3,-3.3,-2.3,
4,North Texas,9,7,.563,18,14,.563,70.3,65.0,-0.4,-2.6,
5,Arkansas State,6,10,.375,14,20,.412,64.6,65.9,-3.2,-0.5,
6,Louisiana-Monroe,2,14,.125,3,26,.103,60.3,71.7,-12.6,-1.0,
