Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Georgia State,17,1,.944,25,9,.735,77.7,68.5,6.0,-2.6,Reg. Season Champion
2,Western Kentucky,12,6,.667,20,12,.625,68.6,67.6,-1.5,-1.3,
3,Louisiana,11,7,.611,23,12,.657,81.0,75.2,2.9,-0.3,NCAA Tournament; Conf. Tournament Champion
4,Arkansas State,10,8,.556,19,13,.594,76.0,71.8,-0.4,-3.2,
5,Little Rock,9,9,.500,15,17,.469,71.5,74.1,-5.4,-1.1,
5,Texas-Arlington,9,9,.500,15,17,.469,76.3,77.8,-4.9,-0.9,
7,Louisiana-Monroe,7,11,.389,10,17,.370,64.4,68.6,-5.2,0.0,
8,Troy,6,12,.333,11,20,.355,68.4,70.0,-6.2,-2.9,
9,South Alabama,5,13,.278,11,20,.355,68.9,70.4,-5.1,-0.5,
10,Texas State,4,14,.222,8,23,.258,61.4,66.0,-7.7,-1.4,
