Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Little Rock,15,5,.750,21,10,.677,73.2,69.4,2.3,-1.1,Reg. Season Champion
2,Texas State,13,7,.650,21,11,.656,73.1,64.3,5.4,-0.3,
2,South Alabama,13,7,.650,20,11,.645,71.3,67.5,0.1,-1.0,
4,Georgia Southern,12,8,.600,20,13,.606,75.6,70.7,1.7,-0.8,
4,Georgia State,12,8,.600,19,13,.594,78.1,72.2,3.1,0.1,
6,Appalachian State,11,9,.550,18,15,.545,68.4,67.3,-0.8,0.0,
7,Texas-Arlington,10,10,.500,14,18,.438,70.6,68.4,2.8,2.1,
8,Arkansas State,8,12,.400,16,16,.500,70.7,71.9,-2.9,-0.7,
8,Coastal Carolina,8,12,.400,16,17,.485,78.0,76.3,-0.8,-0.3,
8,Louisiana,8,12,.400,14,19,.424,73.2,76.2,-4.6,-0.7,
11,Louisiana-Monroe,5,15,.250,9,20,.310,63.1,67.4,-6.5,-0.2,
11,Troy,5,15,.250,9,22,.290,68.7,73.4,-9.0,-1.3,
