Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Texas State,12,3,.800,18,7,.720,66.4,61.7,-3.7,-7.2,
2,Georgia State,8,4,.667,16,6,.727,80.3,72.7,-1.0,-3.9,
3,Coastal Carolina,9,5,.643,16,7,.696,79.8,66.7,-1.9,-7.9,
4,Louisiana,10,7,.588,17,9,.654,74.4,72.8,-4.6,-5.2,
4,South Alabama,10,7,.588,17,11,.607,74.1,70.9,-5.4,-5.3,
6,Texas-Arlington,9,8,.529,13,13,.500,73.7,70.3,-6.9,-4.3,
7,Appalachian State,7,8,.467,17,11,.607,70.9,64.5,-5.1,-5.0,
7,Arkansas State,7,8,.467,11,13,.458,72.5,69.5,-7.7,-5.6,
9,Georgia Southern,7,9,.438,13,13,.500,71.5,67.8,-9.5,-5.6,
10,Little Rock,7,11,.389,11,15,.423,68.7,68.5,-6.0,-5.1,
11,Louisiana-Monroe,5,13,.278,7,19,.269,64.2,68.9,-10.4,-5.7,
12,Troy,4,12,.250,11,17,.393,65.3,69.4,-11.4,-3.4,
