Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Eastern Kentucky,12,4,.750,17,14,.548,80.8,76.5,-5.4,-4.5,Reg. Season Champion
2,Stetson,11,5,.688,22,13,.629,76.8,73.3,-5.1,-3.2,NCAA Tournament; Conf. Tournament Champion
2,Lipscomb,11,5,.688,20,12,.625,82.1,76.5,-1.9,-5.0,
4,Austin Peay,10,6,.625,19,16,.543,74.8,73.2,-6.1,-4.8,
5,North Florida,9,7,.563,16,16,.500,78.0,75.8,-6.9,-4.8,
6,North Alabama,8,8,.500,15,17,.469,76.5,76.1,-7.2,-5.0,
6,Florida Gulf Coast,8,8,.500,14,18,.438,70.4,71.1,-6.3,-3.9,
8,Queens (NC),7,9,.438,14,19,.424,80.1,81.6,-8.7,-3.5,
9,Kennesaw State,6,10,.375,15,16,.484,82.8,80.8,-8.0,-5.8,
10,Jacksonville,5,11,.313,16,17,.485,71.8,72.4,-9.8,-4.9,
10,Central Arkansas,5,11,.313,9,23,.281,72.2,78.2,-15.7,-5.6,
12,Bellarmine,4,12,.250,8,23,.258,69.5,74.8,-11.8,-2.5,
