Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Lipscomb,15,5,.750,21,11,.656,72.8,67.4,-4.8,-8.8,Reg. Season Champion
1,Belmont,15,5,.750,20,11,.645,80.6,76.0,-3.5,-6.7,NCAA Tournament; Reg. Season Champion; Conf. Tournament Champion
3,Florida Atlantic,14,6,.700,15,13,.536,73.4,72.8,-9.7,-8.4,
4,Gardner-Webb,13,7,.650,17,12,.586,69.0,71.5,-10.5,-6.7,
5,East Tennessee State,12,8,.600,15,13,.536,81.6,78.0,-7.3,-9.1,
6,Stetson,11,9,.550,14,18,.438,66.5,69.3,-12.0,-8.4,
7,Kennesaw State-nm,10,10,.500,12,17,.414,70.3,75.5,,,
8,Campbell,9,11,.450,10,18,.357,82.8,86.0,-12.3,-8.1,
9,Mercer,7,13,.350,9,19,.321,73.5,80.6,-18.9,-10.1,
10,North Florida-nm,3,17,.150,6,22,.214,69.5,75.7,,,
11,Jacksonville,1,19,.050,1,26,.037,73.4,86.1,-19.6,-5.7,
