Rk,School,W,L,W-L%,W,L,W-L%,Own,Opp,SRS,SOS,Notes
1,Mercer,14,4,.778,24,12,.667,65.9,59.3,0.7,-4.1,Reg. Season Champion
2,Florida Gulf Coast,13,5,.722,26,11,.703,72.9,66.7,2.8,-2.1,NCAA Tournament; Conf. Tournament Champion
3,Stetson,11,7,.611,15,16,.484,70.3,71.5,-6.4,-4.4,
4,South Carolina Upstate,9,9,.500,16,17,.485,70.2,66.5,-3.6,-4.8,
4,Jacksonville,9,9,.500,14,18,.438,68.2,71.9,-10.5,-4.7,
4,Northern Kentucky,9,9,.500,11,16,.407,58.6,61.0,-7.8,-5.4,
7,North Florida,8,10,.444,13,19,.406,66.3,69.8,-7.3,-3.2,
7,East Tennessee State,8,10,.444,10,22,.313,62.3,71.4,-13.2,-2.3,
9,Lipscomb,7,11,.389,12,18,.400,69.3,76.7,-11.7,-3.5,
10,Kennesaw State,2,16,.111,3,27,.100,61.0,71.7,-15.4,-4.8,
